invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax,total,date,time,payment,cogs,gross_margin_pct,gross_income,rating,customer_id,Year,Month,Month_Name,Quarter,Weekday,age,annual_income,social_class
926-30-1071,B,Yangon,Normal,Male,Home and lifestyle,200,8,0.05,1680.0,2021-09-22,18:39:00,Ewallet,1600,6.014,80.0,6.1,CUST-0182,2021,9,Sep,3,Wednesday,23,73441,Middle
616-68-1883,B,Yangon,Member,Male,Food and beverages,15,3,0.05,47.25,2021-09-24,16:35:00,Cash,45,2.064,2.25,7.4,CUST-0837,2021,9,Sep,3,Friday,44,111496,Middle
899-96-1572,C,Mandalay,Member,Female,Sports and travel,180,2,0.05,378.0,2021-09-24,21:44:00,Credit card,360,15.045,18.0,7.1,CUST-0215,2021,9,Sep,3,Friday,24,15492,Lower
246-49-9030,B,Yangon,Normal,Male,Home and lifestyle,200,6,0.05,1260.0,2021-09-25,11:21:00,Credit card,1200,6.014,60.0,4.6,CUST-0119,2021,9,Sep,3,Saturday,26,26570,Lower
625-47-8754,C,Yangon,Member,Female,Health and beauty,90,10,0.05,945.0,2021-09-26,12:52:00,Credit card,900,12.065,45.0,9.1,CUST-0085,2021,9,Sep,3,Sunday,44,67407,Middle
542-87-3127,B,Mandalay,Normal,Female,Sports and travel,180,1,0.05,189.0,2021-09-27,11:44:00,Cash,180,15.045,9.0,4.8,CUST-0193,2021,9,Sep,3,Monday,18,126076,Middle
984-84-6897,A,Mandalay,Normal,Female,Home and lifestyle,200,7,0.05,1470.0,2021-09-27,14:18:00,Cash,1400,6.014,70.0,7.9,CUST-0138,2021,9,Sep,3,Monday,38,83318,Middle
363-50-8999,C,Yangon,Member,Female,Sports and travel,180,9,0.05,1701.0,2021-10-02,15:10:00,Credit card,1620,15.045,81.0,4.1,CUST-0415,2021,10,Oct,4,Saturday,44,69111,Middle
703-78-6555,C,Mandalay,Normal,Male,Sports and travel,180,3,0.05,567.0,2021-10-02,13:01:00,Cash,540,15.045,27.0,6.6,CUST-0068,2021,10,Oct,4,Saturday,54,49428,Lower
891-18-4825,C,Yangon,Member,Male,Health and beauty,90,3,0.05,283.5,2021-10-02,18:11:00,Cash,270,12.065,13.5,7.9,CUST-0122,2021,10,Oct,4,Saturday,35,117220,Middle
842-75-9263,C,Mandalay,Member,Male,Health and beauty,90,3,0.05,283.5,2021-10-03,21:42:00,Ewallet,270,12.065,13.5,6.9,CUST-0207,2021,10,Oct,4,Sunday,23,112794,Middle
745-91-8684,A,Naypyitaw,Member,Male,Fashion accessories,120,4,0.05,504.0,2021-10-04,17:29:00,Ewallet,480,18.089,24.0,4.7,CUST-0117,2021,10,Oct,4,Monday,43,75434,Middle
839-75-5277,B,Naypyitaw,Member,Female,Sports and travel,180,3,0.05,567.0,2021-10-04,13:59:00,Credit card,540,15.045,27.0,5.3,CUST-0021,2021,10,Oct,4,Monday,61,94617,Middle
930-60-9709,A,Naypyitaw,Normal,Male,Fashion accessories,120,10,0.05,1260.0,2021-10-04,15:27:00,Ewallet,1200,18.089,60.0,8.1,CUST-0180,2021,10,Oct,4,Monday,39,54277,Middle
161-92-1297,A,Naypyitaw,Member,Female,Health and beauty,90,6,0.05,567.0,2021-10-06,19:48:00,Cash,540,12.065,27.0,8.4,CUST-0141,2021,10,Oct,4,Wednesday,61,127801,Upper
269-26-3575,C,Yangon,Normal,Female,Health and beauty,90,5,0.05,472.5,2021-10-06,19:20:00,Ewallet,450,12.065,22.5,8.0,CUST-0271,2021,10,Oct,4,Wednesday,23,27574,Lower
288-77-3672,B,Mandalay,Normal,Male,Food and beverages,15,3,0.05,47.25,2021-10-06,14:29:00,Ewallet,45,2.064,2.25,6.9,CUST-0763,2021,10,Oct,4,Wednesday,46,71951,Middle
395-17-1275,B,Mandalay,Member,Female,Home and lifestyle,200,3,0.05,630.0,2021-10-06,11:34:00,Cash,600,6.014,30.0,4.8,CUST-0775,2021,10,Oct,4,Wednesday,46,59518,Middle
533-54-2971,B,Yangon,Normal,Male,Health and beauty,90,1,0.05,94.5,2021-10-07,12:22:00,Credit card,90,12.065,4.5,8.5,CUST-0123,2021,10,Oct,4,Thursday,67,126390,Middle
780-54-5473,C,Naypyitaw,Normal,Female,Health and beauty,90,3,0.05,283.5,2021-10-07,21:34:00,Credit card,270,12.065,13.5,7.5,CUST-0654,2021,10,Oct,4,Thursday,55,147645,Upper
822-13-1499,C,Naypyitaw,Normal,Male,Health and beauty,90,5,0.05,472.5,2021-10-08,17:57:00,Ewallet,450,12.065,22.5,6.6,CUST-0203,2021,10,Oct,4,Friday,18,57819,Middle
456-59-5261,A,Yangon,Normal,Female,Electronic accessories,30,4,0.05,126.0,2021-10-09,12:33:00,Cash,120,12.423,6.0,7.1,CUST-0083,2021,10,Oct,4,Saturday,61,95055,Middle
583-85-5120,C,Mandalay,Normal,Male,Electronic accessories,30,7,0.05,220.5,2021-10-09,19:51:00,Credit card,210,12.423,10.5,6.3,CUST-0219,2021,10,Oct,4,Saturday,36,76592,Middle
320-98-7774,C,Naypyitaw,Normal,Male,Fashion accessories,120,10,0.05,1260.0,2021-10-10,11:52:00,Cash,1200,18.089,60.0,7.8,CUST-0120,2021,10,Oct,4,Sunday,37,68216,Middle
652-52-7040,B,Yangon,Member,Female,Health and beauty,90,8,0.05,756.0,2021-10-10,13:32:00,Ewallet,720,12.065,36.0,8.9,CUST-0375,2021,10,Oct,4,Sunday,59,91709,Middle
797-18-1430,A,Yangon,Member,Female,Food and beverages,15,8,0.05,126.0,2021-10-10,18:27:00,Ewallet,120,2.064,6.0,6.5,CUST-0105,2021,10,Oct,4,Sunday,21,34073,Lower
242-18-6275,A,Mandalay,Normal,Female,Sports and travel,180,10,0.05,1890.0,2021-10-11,19:52:00,Cash,1800,15.045,90.0,7.6,CUST-0042,2021,10,Oct,4,Monday,34,19482,Lower
260-97-8278,A,Naypyitaw,Normal,Female,Sports and travel,180,7,0.05,1323.0,2021-10-11,11:10:00,Credit card,1260,15.045,63.0,9.6,CUST-0854,2021,10,Oct,4,Monday,53,131280,Upper
811-98-3953,A,Yangon,Member,Male,Sports and travel,180,10,0.05,1890.0,2021-10-11,14:50:00,Cash,1800,15.045,90.0,4.3,CUST-0265,2021,10,Oct,4,Monday,60,104044,Middle
903-27-1456,B,Mandalay,Member,Male,Health and beauty,90,6,0.05,567.0,2021-10-11,19:23:00,Ewallet,540,12.065,27.0,5.9,CUST-0185,2021,10,Oct,4,Monday,34,118998,Middle
916-20-2459,B,Naypyitaw,Member,Female,Electronic accessories,30,1,0.05,31.5,2021-10-12,17:00:00,Credit card,30,12.423,1.5,7.4,CUST-0176,2021,10,Oct,4,Tuesday,58,33400,Lower
998-67-1414,A,Mandalay,Normal,Female,Food and beverages,15,5,0.05,78.75,2021-10-12,15:53:00,Credit card,75,2.064,3.75,4.9,CUST-0553,2021,10,Oct,4,Tuesday,33,47324,Lower
224-63-9824,A,Mandalay,Normal,Male,Fashion accessories,120,9,0.05,1134.0,2021-10-14,13:54:00,Cash,1080,18.089,54.0,7.4,CUST-0110,2021,10,Oct,4,Thursday,62,143175,Upper
111-93-9415,A,Mandalay,Normal,Male,Home and lifestyle,200,9,0.05,1890.0,2021-10-15,18:47:00,Cash,1800,6.014,90.0,4.7,CUST-0991,2021,10,Oct,4,Friday,29,85430,Middle
459-35-9894,B,Yangon,Member,Male,Sports and travel,180,10,0.05,1890.0,2021-10-15,10:54:00,Credit card,1800,15.045,90.0,7.0,CUST-0816,2021,10,Oct,4,Friday,45,33284,Lower
556-57-6228,C,Mandalay,Normal,Male,Health and beauty,90,10,0.05,945.0,2021-10-16,20:22:00,Credit card,900,12.065,45.0,6.6,CUST-0878,2021,10,Oct,4,Saturday,21,18386,Lower
601-24-5124,A,Mandalay,Normal,Male,Fashion accessories,120,10,0.05,1260.0,2021-10-16,11:31:00,Credit card,1200,18.089,60.0,4.6,CUST-0810,2021,10,Oct,4,Saturday,54,116341,Middle
606-54-8473,A,Yangon,Normal,Female,Electronic accessories,30,10,0.05,315.0,2021-10-17,15:33:00,Ewallet,300,12.423,15.0,7.5,CUST-0684,2021,10,Oct,4,Sunday,62,111309,Middle
616-50-1793,A,Mandalay,Member,Male,Sports and travel,180,2,0.05,378.0,2021-10-19,10:18:00,Cash,360,15.045,18.0,9.8,CUST-0198,2021,10,Oct,4,Tuesday,27,24788,Lower
120-40-1953,C,Mandalay,Normal,Female,Health and beauty,90,3,0.05,283.5,2021-10-20,13:53:00,Credit card,270,12.065,13.5,5.0,CUST-0127,2021,10,Oct,4,Wednesday,61,47070,Lower
932-16-5403,A,Mandalay,Member,Male,Sports and travel,180,7,0.05,1323.0,2021-10-20,20:09:00,Cash,1260,15.045,63.0,8.4,CUST-0165,2021,10,Oct,4,Wednesday,38,95445,Middle
179-33-3784,A,Yangon,Member,Female,Fashion accessories,120,10,0.05,1260.0,2021-10-21,10:01:00,Credit card,1200,18.089,60.0,6.0,CUST-0169,2021,10,Oct,4,Thursday,45,34477,Lower
259-59-7441,B,Yangon,Normal,Female,Fashion accessories,120,3,0.05,378.0,2021-10-21,18:57:00,Ewallet,360,18.089,18.0,5.2,CUST-0167,2021,10,Oct,4,Thursday,38,48672,Lower
428-87-2271,A,Mandalay,Member,Male,Home and lifestyle,200,7,0.05,1470.0,2021-10-21,12:20:00,Cash,1400,6.014,70.0,5.1,CUST-0094,2021,10,Oct,4,Thursday,67,76014,Middle
433-86-5043,A,Mandalay,Normal,Female,Food and beverages,15,5,0.05,78.75,2021-10-21,12:37:00,Credit card,75,2.064,3.75,4.8,CUST-0513,2021,10,Oct,4,Thursday,50,149770,Upper
899-92-2210,A,Yangon,Normal,Female,Health and beauty,90,4,0.05,378.0,2021-10-21,10:44:00,Ewallet,360,12.065,18.0,4.4,CUST-0052,2021,10,Oct,4,Thursday,23,112322,Middle
938-70-5770,A,Mandalay,Member,Male,Health and beauty,90,7,0.05,661.5,2021-10-21,19:33:00,Ewallet,630,12.065,31.5,5.8,CUST-0088,2021,10,Oct,4,Thursday,22,16167,Lower
328-93-9190,B,Naypyitaw,Member,Male,Home and lifestyle,200,6,0.05,1260.0,2021-10-23,10:59:00,Cash,1200,6.014,60.0,8.7,CUST-0226,2021,10,Oct,4,Saturday,66,98736,Middle
365-43-6893,C,Yangon,Member,Female,Electronic accessories,30,4,0.05,126.0,2021-10-25,11:48:00,Cash,120,12.423,6.0,6.7,CUST-0192,2021,10,Oct,4,Monday,21,76083,Middle
369-66-2400,C,Mandalay,Normal,Male,Home and lifestyle,200,4,0.05,840.0,2021-10-25,20:41:00,Credit card,800,6.014,40.0,7.7,CUST-0811,2021,10,Oct,4,Monday,53,70930,Middle
737-38-6461,A,Naypyitaw,Member,Female,Health and beauty,90,1,0.05,94.5,2021-10-26,17:34:00,Ewallet,90,12.065,4.5,8.1,CUST-0051,2021,10,Oct,4,Tuesday,65,125858,Middle
809-45-4337,C,Mandalay,Member,Female,Electronic accessories,30,9,0.05,283.5,2021-10-27,20:08:00,Credit card,270,12.423,13.5,6.4,CUST-0030,2021,10,Oct,4,Wednesday,32,42281,Lower
452-39-7040,C,Naypyitaw,Normal,Male,Food and beverages,15,6,0.05,94.5,2021-10-28,10:09:00,Ewallet,90,2.064,4.5,4.0,CUST-0191,2021,10,Oct,4,Thursday,58,17937,Lower
719-45-3649,B,Mandalay,Normal,Female,Food and beverages,15,6,0.05,94.5,2021-10-28,19:27:00,Credit card,90,2.064,4.5,7.3,CUST-0188,2021,10,Oct,4,Thursday,51,16478,Lower
363-84-4270,B,Mandalay,Member,Male,Home and lifestyle,200,7,0.05,1470.0,2021-11-01,17:08:00,Ewallet,1400,6.014,70.0,7.9,CUST-0059,2021,11,Nov,4,Monday,27,23476,Lower
701-51-2766,B,Yangon,Normal,Female,Health and beauty,90,1,0.05,94.5,2021-11-01,17:11:00,Ewallet,90,12.065,4.5,6.0,CUST-0925,2021,11,Nov,4,Monday,26,118379,Middle
792-29-1705,B,Naypyitaw,Normal,Female,Fashion accessories,120,10,0.05,1260.0,2021-11-01,21:20:00,Cash,1200,18.089,60.0,6.7,CUST-0029,2021,11,Nov,4,Monday,56,133163,Upper
434-90-4412,C,Naypyitaw,Member,Female,Home and lifestyle,200,2,0.05,420.0,2021-11-03,16:16:00,Ewallet,400,6.014,20.0,8.5,CUST-0520,2021,11,Nov,4,Wednesday,62,92591,Middle
478-96-6084,B,Naypyitaw,Member,Male,Electronic accessories,30,9,0.05,283.5,2021-11-04,21:16:00,Ewallet,270,12.423,13.5,7.7,CUST-0053,2021,11,Nov,4,Thursday,56,104294,Middle
637-28-6259,B,Naypyitaw,Normal,Male,Electronic accessories,30,3,0.05,94.5,2021-11-04,10:59:00,Cash,90,12.423,4.5,6.2,CUST-0147,2021,11,Nov,4,Thursday,59,80815,Middle
859-15-7097,B,Mandalay,Member,Female,Fashion accessories,120,9,0.05,1134.0,2021-11-04,14:46:00,Cash,1080,18.089,54.0,4.4,CUST-0576,2021,11,Nov,4,Thursday,59,41367,Lower
362-81-4637,A,Naypyitaw,Normal,Male,Sports and travel,180,6,0.05,1134.0,2021-11-05,10:03:00,Cash,1080,15.045,54.0,7.3,CUST-0090,2021,11,Nov,4,Friday,54,110574,Middle
723-82-9916,B,Mandalay,Member,Female,Sports and travel,180,10,0.05,1890.0,2021-11-05,18:47:00,Ewallet,1800,15.045,90.0,7.1,CUST-0060,2021,11,Nov,4,Friday,42,105725,Middle
651-55-8173,B,Yangon,Normal,Male,Home and lifestyle,200,1,0.05,210.0,2021-11-06,12:45:00,Ewallet,200,6.014,10.0,6.7,CUST-0033,2021,11,Nov,4,Saturday,19,111957,Middle
839-70-2390,B,Yangon,Member,Female,Food and beverages,15,2,0.05,31.5,2021-11-06,20:26:00,Cash,30,2.064,1.5,6.0,CUST-0172,2021,11,Nov,4,Saturday,26,47927,Lower
775-54-5672,B,Mandalay,Normal,Female,Food and beverages,15,7,0.05,110.25,2021-11-08,19:52:00,Ewallet,105,2.064,5.25,8.1,CUST-0591,2021,11,Nov,4,Monday,63,96997,Middle
179-56-1270,B,Yangon,Member,Female,Sports and travel,180,10,0.05,1890.0,2021-11-09,17:25:00,Cash,1800,15.045,90.0,6.3,CUST-0386,2021,11,Nov,4,Tuesday,62,118016,Middle
191-39-8183,C,Yangon,Member,Female,Food and beverages,15,8,0.05,126.0,2021-11-09,20:55:00,Cash,120,2.064,6.0,9.7,CUST-0570,2021,11,Nov,4,Tuesday,55,102619,Middle
527-20-5612,A,Naypyitaw,Normal,Female,Fashion accessories,120,10,0.05,1260.0,2021-11-09,21:29:00,Ewallet,1200,18.089,60.0,7.3,CUST-0070,2021,11,Nov,4,Tuesday,54,147931,Upper
394-10-5025,B,Mandalay,Member,Female,Sports and travel,180,9,0.05,1701.0,2021-11-10,21:30:00,Cash,1620,15.045,81.0,5.0,CUST-0200,2021,11,Nov,4,Wednesday,58,143754,Upper
654-24-1053,C,Mandalay,Normal,Female,Health and beauty,90,10,0.05,945.0,2021-11-11,10:44:00,Cash,900,12.065,45.0,4.7,CUST-0735,2021,11,Nov,4,Thursday,55,78209,Middle
912-32-4426,B,Naypyitaw,Normal,Female,Electronic accessories,30,1,0.05,31.5,2021-11-11,16:15:00,Ewallet,30,12.423,1.5,7.4,CUST-0148,2021,11,Nov,4,Thursday,50,40960,Lower
106-29-7662,A,Mandalay,Normal,Female,Electronic accessories,30,5,0.05,157.5,2021-11-12,19:33:00,Ewallet,150,12.423,7.5,4.9,CUST-0215,2021,11,Nov,4,Friday,24,15492,Lower
582-89-2109,C,Yangon,Normal,Male,Electronic accessories,30,4,0.05,126.0,2021-11-12,10:38:00,Ewallet,120,12.423,6.0,9.5,CUST-0145,2021,11,Nov,4,Friday,43,76941,Middle
610-77-6799,A,Naypyitaw,Normal,Male,Food and beverages,15,7,0.05,110.25,2021-11-13,12:58:00,Cash,105,2.064,5.25,7.3,CUST-0508,2021,11,Nov,4,Saturday,40,116161,Middle
802-90-5523,A,Yangon,Member,Male,Fashion accessories,120,7,0.05,882.0,2021-11-13,11:37:00,Cash,840,18.089,42.0,5.2,CUST-0095,2021,11,Nov,4,Saturday,44,128578,Upper
844-21-4570,C,Naypyitaw,Member,Male,Fashion accessories,120,4,0.05,504.0,2021-11-13,12:13:00,Credit card,480,18.089,24.0,9.1,CUST-0048,2021,11,Nov,4,Saturday,52,101415,Middle
476-77-8965,A,Naypyitaw,Normal,Male,Home and lifestyle,200,2,0.05,420.0,2021-11-14,21:05:00,Credit card,400,6.014,20.0,4.4,CUST-0009,2021,11,Nov,4,Sunday,54,146172,Upper
991-97-7592,C,Naypyitaw,Member,Female,Home and lifestyle,200,5,0.05,1050.0,2021-11-15,15:47:00,Ewallet,1000,6.014,50.0,4.4,CUST-0850,2021,11,Nov,4,Monday,56,43373,Lower
578-90-8203,C,Naypyitaw,Normal,Male,Health and beauty,90,3,0.05,283.5,2021-11-16,19:40:00,Cash,270,12.065,13.5,6.4,CUST-0729,2021,11,Nov,4,Tuesday,55,96602,Middle
962-60-9637,B,Yangon,Member,Male,Sports and travel,180,5,0.05,945.0,2021-11-16,14:10:00,Cash,900,15.045,45.0,5.1,CUST-0428,2021,11,Nov,4,Tuesday,34,45625,Lower
109-35-2785,C,Naypyitaw,Member,Female,Fashion accessories,120,9,0.05,1134.0,2021-11-17,10:45:00,Ewallet,1080,18.089,54.0,7.1,CUST-0759,2021,11,Nov,4,Wednesday,67,70777,Middle
503-29-3024,B,Yangon,Member,Male,Sports and travel,180,8,0.05,1512.0,2021-11-17,18:08:00,Cash,1440,15.045,72.0,6.3,CUST-0000,2021,11,Nov,4,Wednesday,22,97582,Middle
693-89-7838,A,Yangon,Normal,Male,Fashion accessories,120,4,0.05,504.0,2021-11-18,14:47:00,Ewallet,480,18.089,24.0,9.1,CUST-0468,2021,11,Nov,4,Thursday,57,130253,Upper
557-71-2501,A,Yangon,Normal,Male,Electronic accessories,30,4,0.05,126.0,2021-11-19,20:27:00,Ewallet,120,12.423,6.0,6.8,CUST-0552,2021,11,Nov,4,Friday,36,105938,Middle
828-27-8963,C,Mandalay,Normal,Male,Home and lifestyle,200,6,0.05,1260.0,2021-11-19,12:00:00,Ewallet,1200,6.014,60.0,8.8,CUST-0923,2021,11,Nov,4,Friday,52,40892,Lower
762-52-9319,C,Yangon,Normal,Male,Health and beauty,90,1,0.05,94.5,2021-11-20,18:34:00,Credit card,90,12.065,4.5,5.8,CUST-0284,2021,11,Nov,4,Saturday,45,135101,Upper
365-88-1795,C,Naypyitaw,Member,Male,Electronic accessories,30,8,0.05,252.0,2021-11-21,20:52:00,Ewallet,240,12.423,12.0,8.7,CUST-0463,2021,11,Nov,4,Sunday,29,136615,Upper
191-48-4344,C,Yangon,Normal,Male,Food and beverages,15,2,0.05,31.5,2021-11-22,14:02:00,Ewallet,30,2.064,1.5,4.1,CUST-0452,2021,11,Nov,4,Monday,32,86841,Middle
209-73-2745,C,Yangon,Member,Male,Fashion accessories,120,10,0.05,1260.0,2021-11-22,12:22:00,Ewallet,1200,18.089,60.0,6.1,CUST-0043,2021,11,Nov,4,Monday,21,108434,Middle
217-11-4060,C,Mandalay,Member,Female,Sports and travel,180,9,0.05,1701.0,2021-11-22,21:21:00,Credit card,1620,15.045,81.0,7.8,CUST-0157,2021,11,Nov,4,Monday,44,73203,Middle
253-53-7085,C,Naypyitaw,Member,Female,Fashion accessories,120,7,0.05,882.0,2021-11-22,11:04:00,Ewallet,840,18.089,42.0,8.0,CUST-0592,2021,11,Nov,4,Monday,22,136356,Upper
877-52-1733,B,Yangon,Member,Male,Health and beauty,90,7,0.05,661.5,2021-11-22,17:20:00,Ewallet,630,12.065,31.5,8.8,CUST-0055,2021,11,Nov,4,Monday,46,49133,Lower
653-89-2745,B,Mandalay,Member,Female,Sports and travel,180,1,0.05,189.0,2021-11-23,13:03:00,Credit card,180,15.045,9.0,6.9,CUST-0034,2021,11,Nov,4,Tuesday,33,131608,Upper
936-14-5027,C,Naypyitaw,Member,Male,Sports and travel,180,1,0.05,189.0,2021-11-24,14:33:00,Cash,180,15.045,9.0,4.6,CUST-0496,2021,11,Nov,4,Wednesday,24,83102,Middle
106-75-4597,B,Yangon,Member,Female,Fashion accessories,120,3,0.05,378.0,2021-11-25,11:55:00,Credit card,360,18.089,18.0,8.6,CUST-0208,2021,11,Nov,4,Thursday,39,101739,Middle
507-14-2051,C,Yangon,Normal,Male,Fashion accessories,120,7,0.05,882.0,2021-11-25,16:07:00,Credit card,840,18.089,42.0,4.4,CUST-0581,2021,11,Nov,4,Thursday,63,143195,Upper
726-87-3044,B,Yangon,Member,Male,Electronic accessories,30,6,0.05,189.0,2021-11-25,17:09:00,Ewallet,180,12.423,9.0,7.2,CUST-0502,2021,11,Nov,4,Thursday,59,38937,Lower
763-98-8450,C,Naypyitaw,Normal,Female,Fashion accessories,120,9,0.05,1134.0,2021-11-25,12:34:00,Credit card,1080,18.089,54.0,9.4,CUST-0392,2021,11,Nov,4,Thursday,44,87528,Middle
163-41-5548,B,Yangon,Normal,Female,Electronic accessories,30,6,0.05,189.0,2021-11-27,17:18:00,Ewallet,180,12.423,9.0,5.2,CUST-0514,2021,11,Nov,4,Saturday,57,81871,Middle
198-11-2383,C,Naypyitaw,Normal,Male,Sports and travel,180,8,0.05,1512.0,2021-11-27,10:48:00,Ewallet,1440,15.045,72.0,8.6,CUST-0166,2021,11,Nov,4,Saturday,56,22365,Lower
204-76-3213,B,Naypyitaw,Member,Male,Health and beauty,90,1,0.05,94.5,2021-11-27,21:01:00,Cash,90,12.065,4.5,6.5,CUST-0825,2021,11,Nov,4,Saturday,51,40433,Lower
281-54-9520,C,Naypyitaw,Normal,Female,Electronic accessories,30,5,0.05,157.5,2021-11-27,20:14:00,Credit card,150,12.423,7.5,4.8,CUST-0328,2021,11,Nov,4,Saturday,63,73615,Middle
645-89-9168,A,Yangon,Member,Male,Home and lifestyle,200,3,0.05,630.0,2021-11-27,20:26:00,Credit card,600,6.014,30.0,9.7,CUST-0005,2021,11,Nov,4,Saturday,51,48667,Lower
699-53-3382,B,Mandalay,Member,Female,Fashion accessories,120,7,0.05,882.0,2021-11-27,18:48:00,Credit card,840,18.089,42.0,4.3,CUST-0216,2021,11,Nov,4,Saturday,22,75165,Middle
817-44-5840,B,Mandalay,Normal,Male,Fashion accessories,120,6,0.05,756.0,2021-11-27,21:47:00,Ewallet,720,18.089,36.0,6.2,CUST-0195,2021,11,Nov,4,Saturday,67,83031,Middle
827-81-1071,A,Naypyitaw,Normal,Female,Fashion accessories,120,8,0.05,1008.0,2021-11-27,19:11:00,Credit card,960,18.089,48.0,10.0,CUST-0047,2021,11,Nov,4,Saturday,41,82072,Middle
892-79-9274,A,Naypyitaw,Member,Male,Health and beauty,90,9,0.05,850.5,2021-11-27,17:22:00,Cash,810,12.065,40.5,4.3,CUST-0332,2021,11,Nov,4,Saturday,20,67452,Middle
612-73-7472,A,Mandalay,Member,Male,Fashion accessories,120,3,0.05,378.0,2021-12-01,10:07:00,Credit card,360,18.089,18.0,6.5,CUST-0026,2021,12,Dec,4,Wednesday,39,101831,Middle
880-18-5877,C,Mandalay,Member,Female,Fashion accessories,120,6,0.05,756.0,2021-12-03,20:39:00,Ewallet,720,18.089,36.0,6.1,CUST-0171,2021,12,Dec,4,Friday,49,147194,Upper
881-50-5507,B,Yangon,Normal,Female,Food and beverages,15,4,0.05,63.0,2021-12-03,19:13:00,Cash,60,2.064,3.0,6.4,CUST-0172,2021,12,Dec,4,Friday,26,47927,Lower
891-21-6872,B,Mandalay,Normal,Male,Home and lifestyle,200,4,0.05,840.0,2021-12-03,17:02:00,Ewallet,800,6.014,40.0,9.2,CUST-0144,2021,12,Dec,4,Friday,19,147799,Upper
705-23-7173,B,Mandalay,Normal,Male,Fashion accessories,120,2,0.05,252.0,2021-12-04,16:05:00,Credit card,240,18.089,12.0,9.6,CUST-0137,2021,12,Dec,4,Saturday,22,79162,Middle
318-71-8803,A,Naypyitaw,Normal,Male,Food and beverages,15,2,0.05,31.5,2021-12-05,18:59:00,Cash,30,2.064,1.5,9.6,CUST-0195,2021,12,Dec,4,Sunday,67,83031,Middle
706-35-6977,B,Naypyitaw,Normal,Female,Health and beauty,90,9,0.05,850.5,2021-12-05,10:43:00,Cash,810,12.065,40.5,9.2,CUST-0057,2021,12,Dec,4,Sunday,39,64806,Middle
866-10-3827,B,Mandalay,Normal,Female,Home and lifestyle,200,10,0.05,2100.0,2021-12-05,18:58:00,Ewallet,2000,6.014,100.0,9.5,CUST-0197,2021,12,Dec,4,Sunday,35,39703,Lower
876-89-2933,C,Yangon,Member,Male,Food and beverages,15,2,0.05,31.5,2021-12-05,16:38:00,Credit card,30,2.064,1.5,4.1,CUST-0119,2021,12,Dec,4,Sunday,26,26570,Lower
980-88-1844,C,Mandalay,Member,Female,Sports and travel,180,3,0.05,567.0,2021-12-05,18:40:00,Cash,540,15.045,27.0,7.5,CUST-0127,2021,12,Dec,4,Sunday,61,47070,Lower
236-52-4046,B,Mandalay,Normal,Female,Fashion accessories,120,1,0.05,126.0,2021-12-06,19:27:00,Ewallet,120,18.089,6.0,6.1,CUST-0216,2021,12,Dec,4,Monday,22,75165,Middle
501-76-9491,A,Naypyitaw,Member,Female,Electronic accessories,30,2,0.05,63.0,2021-12-07,10:28:00,Ewallet,60,12.423,3.0,6.4,CUST-0248,2021,12,Dec,4,Tuesday,59,23378,Lower
950-34-6444,B,Mandalay,Member,Female,Electronic accessories,30,3,0.05,94.5,2021-12-08,21:24:00,Cash,90,12.423,4.5,8.9,CUST-0675,2021,12,Dec,4,Wednesday,69,79366,Middle
189-38-1391,C,Naypyitaw,Normal,Male,Sports and travel,180,4,0.05,756.0,2021-12-10,10:23:00,Cash,720,15.045,36.0,4.7,CUST-0876,2021,12,Dec,4,Friday,47,119563,Middle
512-68-1437,A,Yangon,Member,Male,Home and lifestyle,200,6,0.05,1260.0,2021-12-10,18:45:00,Credit card,1200,6.014,60.0,7.4,CUST-0561,2021,12,Dec,4,Friday,62,42351,Lower
669-99-2876,A,Mandalay,Member,Male,Home and lifestyle,200,1,0.05,210.0,2021-12-10,14:42:00,Cash,200,6.014,10.0,7.8,CUST-0251,2021,12,Dec,4,Friday,41,15542,Lower
360-25-6597,A,Naypyitaw,Normal,Male,Fashion accessories,120,7,0.05,882.0,2021-12-13,20:23:00,Cash,840,18.089,42.0,8.7,CUST-0114,2021,12,Dec,4,Monday,30,126612,Middle
857-38-5532,B,Naypyitaw,Normal,Male,Food and beverages,15,5,0.05,78.75,2021-12-13,21:49:00,Ewallet,75,2.064,3.75,7.2,CUST-0173,2021,12,Dec,4,Monday,23,138585,Upper
338-49-5295,C,Mandalay,Member,Male,Sports and travel,180,5,0.05,945.0,2021-12-14,18:10:00,Ewallet,900,15.045,45.0,8.1,CUST-0094,2021,12,Dec,4,Tuesday,67,76014,Middle
433-29-2037,B,Mandalay,Member,Male,Fashion accessories,120,10,0.05,1260.0,2021-12-14,10:53:00,Cash,1200,18.089,60.0,5.1,CUST-0312,2021,12,Dec,4,Tuesday,35,38480,Lower
812-75-1820,B,Yangon,Member,Female,Electronic accessories,30,7,0.05,220.5,2021-12-14,10:55:00,Cash,210,12.423,10.5,5.0,CUST-0397,2021,12,Dec,4,Tuesday,28,119187,Middle
262-48-3356,C,Mandalay,Normal,Male,Sports and travel,180,8,0.05,1512.0,2021-12-15,19:21:00,Credit card,1440,15.045,72.0,4.5,CUST-0880,2021,12,Dec,4,Wednesday,52,43446,Lower
979-92-9826,C,Naypyitaw,Normal,Male,Health and beauty,90,6,0.05,567.0,2021-12-15,11:32:00,Cash,540,12.065,27.0,4.4,CUST-0149,2021,12,Dec,4,Wednesday,34,25178,Lower
